ticker,entry_date,exit_date,holding_days,entry_price,exit_price,return_pct
MOM100.NS,2020-03-16,2020-03-23,7,15.17,12.37,-18.539
HNGSNGBEES.NS,2024-09-30,2025-01-13,105,367.12,311.75,-15.167
PSUBNKBEES.NS,2021-10-25,2021-12-20,56,31.15,26.93,-13.634
INFRABEES.NS,2019-05-27,2019-08-13,78,346.48,307.08,-11.46
CPSEETF.NS,2018-09-24,2018-10-08,14,26.98,24.04,-10.986
PSUBNKBEES.NS,2018-12-17,2019-02-18,63,32.85,29.51,-10.257
JUNIORBEES.NS,2022-04-11,2022-05-09,28,463.53,418.7,-9.762
PSUBNKBEES.NS,2019-05-27,2019-06-10,14,37.42,33.83,-9.684
MAFANG.NS,2021-11-22,2021-12-20,28,59.75,54.13,-9.496
INFRABEES.NS,2018-09-10,2018-10-01,21,330.0,301.45,-8.743
HNGSNGBEES.NS,2020-03-02,2020-04-07,36,372.0,339.98,-8.699
JUNIORBEES.NS,2020-02-10,2020-03-02,21,300.46,275.84,-8.286
SILVERBEES.NS,2024-10-21,2024-11-18,28,94.64,86.92,-8.249
PSUBNKBEES.NS,2018-06-11,2018-07-02,21,33.8,31.05,-8.228
NIFTYBEES.NS,2020-02-10,2020-03-02,21,127.91,118.39,-7.535
