ticker,entry_date,exit_date,holding_days,entry_price,exit_price,return_pct
HNGSNGBEES.NS,2024-10-07,2024-12-30,84,409.58,341.15,-16.791
MON100.NS,2018-11-12,2018-11-19,7,56.76,48.8,-14.11
PSUBNKBEES.NS,2021-10-25,2021-12-27,63,31.15,27.27,-12.543
PSUBNKBEES.NS,2022-02-07,2022-02-28,21,33.01,29.1,-11.933
CPSEETF.NS,2018-10-01,2018-10-08,7,26.96,24.04,-10.92
PSUBNKBEES.NS,2026-02-23,2026-03-09,14,109.21,98.35,-10.034
HNGSNGBEES.NS,2025-02-17,2025-05-05,77,415.8,374.64,-9.989
PSUBNKBEES.NS,2019-05-27,2019-06-10,14,37.42,33.83,-9.684
MON100.NS,2019-12-23,2020-03-16,84,60.67,55.26,-9.008
CPSEETF.NS,2022-06-13,2022-06-20,7,34.39,31.44,-8.669
ITBEES.NS,2021-12-27,2022-01-31,35,38.83,35.7,-8.153
MOM100.NS,2021-10-18,2021-10-25,7,34.88,32.15,-7.919
DIVOPPBEES.NS,2018-03-19,2018-03-26,7,30.0,27.66,-7.892
SILVERBEES.NS,2025-03-10,2025-04-07,28,94.1,87.03,-7.606
DIVOPPBEES.NS,2018-10-01,2018-10-08,7,30.44,28.2,-7.451
